id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths
39593,Rental unit in Long Island City · ★4.93 · 1 bedroom · 1 bed · 1 bath,110506,Myung,Queens,Sunnyside,40.74523,-73.92318,Entire home/apt,78.00,30,33,07/12/23,0.2,1,100,4,No License,4.93,1,1,1
8.55E+17,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 1 bed · 1 private bath,167759,Mimi,Brooklyn,Crown Heights,40.6745841,-73.9623868,Private room,110.00,30,7,20/06/23,0.78,1,310,7,No License,4.86,1,1,1
6670064,Loft in Queens · ★4.84 · 1 bedroom · 2 beds · 1 bath,33386619,Ryan,Queens,Ditmars Steinway,40.77596,-73.90777,Entire home/apt,250.00,30,75,10/11/23,0.73,1,337,21,No License,4.84,1,2,1
38902678,Rental unit in New York · ★4.83 · 2 bedrooms · 2 beds · 1 bath,270414511,Christopher,Manhattan,Washington Heights,40.83138,-73.94075,Entire home/apt,151.00,30,58,08/11/23,1.13,2,56,20,No License,4.83,2,2,1
50249515,Serviced apartment in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,3223938,Eugene,Brooklyn,Bushwick,40.68926,-73.91875,Private room,42.00,30,1,01/12/21,0.04,589,365,0,No License,No rating,1,1,1
11844776,Rental unit in Queens · ★4.43 · 1 bedroom · 2 beds · 1 bath,3864301,Sen,Queens,Sunnyside,40.74339,-73.91494,Entire home/apt,116.00,30,7,16/11/21,0.08,3,365,0,No License,4.43,1,2,1
7.48E+17,Home in The Bronx · ★4.55 · 1 bedroom · 1 bed · 1 shared bath,464797341,Brian,Bronx,Mount Hope,40.84612,-73.90748,Private room,58.00,30,11,05/09/23,0.8,4,365,8,No License,4.55,1,1,1
6.62E+17,Rental unit in The Bronx · ★4.88 · 1 bedroom · 2 beds · 1 bath,442156389,Heather,Bronx,Woodlawn,40.90047117,-73.86761756,Entire home/apt,66.00,30,8,20/11/23,0.88,1,263,8,No License,4.88,1,2,1
6900168,Rental unit in Queens · ★4.90 · 1 bedroom · 3 beds · 1 bath,2831384,Mustafa,Queens,Woodside,40.74395,-73.89418,Entire home/apt,90.00,30,362,07/09/23,3.49,1,364,22,No License,4.9,1,3,1
20162291,Home in Brooklyn · ★4.99 · 1 bedroom · 3 beds · 1 private bath,58195065,Jaime,Brooklyn,Gowanus,40.66747,-73.99377,Private room,179.00,30,146,06/11/23,2.81,1,109,33,No License,4.99,1,3,1
44902498,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 2 beds · 1 bath,339715,Dena,Brooklyn,South Slope,40.66068,-73.98494,Entire home/apt,139.00,30,4,04/11/22,0.19,1,282,0,No License,5,1,2,1
4530432,Rental unit in New York · ★4.40 · Studio · 2 beds · 1 bath,7245581,Michael,Manhattan,Washington Heights,40.83404922,-73.93956757,Entire home/apt,83.00,365,10,22/05/23,0.1,16,249,1,No License,4.4,Studio,2,1
9.54E+17,Rental unit in New York · ★2.33 · 1 bedroom · 1 bed · 2 shared baths,530348929,Maria,Manhattan,Harlem,40.82313272,-73.94506597,Private room,49.00,7,3,05/12/23,1.76,4,36,3,Exempt,2.33,1,1,2
52304392,Home in Bronx · ★5.0 · 1 bedroom · 2 beds · 1 bath,423326630,Yvonne,Bronx,Westchester Square,40.84435,-73.8455,Entire home/apt,100.00,30,34,08/04/23,1.22,1,179,2,No License,5,1,2,1
9289159,Rental unit in New York · ★4.81 · 4 bedrooms · 4 beds · 2 baths,43963802,Tanya,Manhattan,Harlem,40.82358,-73.94498,Entire home/apt,414.00,2,105,15/12/23,1.14,3,0,12,Exempt,4.81,4,4,2
53623920,Rental unit in Brooklyn · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,105379950,Frederick,Brooklyn,Sheepshead Bay,40.58675,-73.95343,Private room,70.00,2,31,11/12/23,1.22,4,216,14,OSE-STRREG-0000679,4.81,1,1,1
32171100,Condo in New York · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,241366980,Josefina,Manhattan,Washington Heights,40.83661,-73.94282,Private room,110.00,5,133,05/01/24,2.26,1,301,34,OSE-STRREG-0000570,4.89,1,1,1
50117518,Home in Brooklyn · ★4.23 · 1 bedroom · 3 beds · 1 shared bath,141931484,Xie,Brooklyn,Canarsie,40.63297,-73.89027,Private room,35.00,30,30,03/12/23,0.95,5,365,8,No License,4.23,1,3,1
53970963,Home in Queens · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,519294520,Rosianie,Queens,Bayswater,40.61092,-73.76805,Private room,52.00,3,69,04/01/24,2.8,2,54,44,OSE-STRREG-0000248,4.86,1,1,1
7.23E+17,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,476420513,Carol,Brooklyn,East New York,40.67066,-73.87602,Entire home/apt,128.00,30,1,31/08/23,0.23,1,339,1,No License,No rating,2,2,1
42758764,Rental unit in Brooklyn · ★4.43 · 2 bedrooms · 2 beds · 1 bath,266559178,Raleek,Brooklyn,East New York,40.67901,-73.87612,Entire home/apt,200.00,30,14,01/07/23,0.53,2,180,3,No License,4.43,2,2,1
1925224,Rental unit in Brooklyn · ★4.99 · 1 bedroom · 1 bed · 1 bath,9946315,Susan,Brooklyn,Williamsburg,40.71629,-73.95362,Entire home/apt,250.00,30,122,09/01/23,0.99,1,257,1,No License,4.99,1,1,1
13264690,Rental unit in New York · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,38815234,Viviana,Manhattan,Harlem,40.82735,-73.94188,Private room,65.00,30,77,29/09/23,0.85,3,364,2,No License,4.78,1,1,1
7.90E+17,Rental unit in Queens · ★2.25 · 1 bedroom · 1 bed · 1 shared bath,35783912,Lee And Lu,Queens,Corona,40.74651898,-73.85597294,Shared room,49.00,30,4,25/06/23,0.33,7,365,3,No License,2.25,1,1,1
19912065,Rental unit in Brooklyn · ★4.92 · Studio · 1 bed · 1 bath,141025502,Aleksandr,Brooklyn,Sheepshead Bay,40.59615,-73.94238,Entire home/apt,105.00,30,61,30/11/23,0.83,1,179,12,No License,4.92,Studio,1,1
52354363,Home in Brooklyn · ★4.39 · 4 bedrooms · 5 beds · 2 baths,423769430,Experience Host,Brooklyn,East New York,40.66248,-73.8919,Entire home/apt,206.00,30,54,03/10/23,1.99,2,365,18,No License,4.39,4,5,2
30472685,Rental unit in Brooklyn · ★4.73 · 2 bedrooms · 2 beds · 1 bath,129525574,Hezla,Brooklyn,Bergen Beach,40.62047,-73.90925,Entire home/apt,135.00,30,22,05/09/23,0.36,1,269,11,No License,4.73,2,2,1
49447624,Home in Queens · Studio · 2 beds · 1 private bath,323774893,Wendy,Queens,Queens Village,40.70608,-73.74721,Private room,169.00,30,1,03/09/23,0.24,1,365,1,No License,No rating,Studio,2,1
6.81E+17,Rental unit in The Bronx · ★4.90 · 3 bedrooms · 4 beds · 2 baths,432495159,Wilhel,Bronx,Claremont Village,40.83878166,-73.90229532,Entire home/apt,250.00,30,10,04/09/23,0.92,2,179,10,No License,4.9,3,4,2
12287838,Townhouse in New York · ★4.60 · 2 bedrooms · 2 beds · 2 baths,26405086,Sunny,Manhattan,Washington Heights,40.83335,-73.94283,Entire home/apt,265.00,30,119,14/08/23,1.27,6,365,1,No License,4.6,2,2,2
6.40E+17,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,462104983,Mohammad,Brooklyn,Sheepshead Bay,40.60547571,-73.95303539,Entire home/apt,120.00,30,3,01/10/23,0.31,1,260,3,No License,5,1,1,1
35546298,Rental unit in The Bronx · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,52062343,Ronald,Bronx,Bronxdale,40.85603,-73.86517,Shared room,50.00,30,77,25/10/23,1.39,1,313,14,No License,4.78,1,1,1
6.51E+17,Rental unit in Queens · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,6902927,Sandra,Queens,Maspeth,40.72558,-73.9024,Private room,60.00,30,49,07/12/23,2.95,2,128,30,No License,4.96,1,1,1
6.86E+17,Rental unit in Queens · ★4.67 · 2 bedrooms · 2 beds · 1 bath,473203096,Patrick,Queens,Bellerose,40.72927,-73.73783,Entire home/apt,200.00,30,6,05/08/23,0.37,1,88,3,No License,4.67,2,2,1
53011236,Place to stay in Bronx · ★4.93 · 1 bedroom · 1 bed · 1 bath,93918222,Josè,Bronx,Pelham Gardens,40.85929,-73.85176,Entire home/apt,89.00,30,44,24/09/23,1.71,1,365,9,No License,4.93,1,1,1
53594181,Rental unit in New York · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,270318441,Reesee,Manhattan,Harlem,40.82357,-73.95385,Private room,128.00,30,24,02/01/23,1.13,1,178,0,No License,4.92,1,1,1
7.80E+17,Rental unit in New York · 1 bedroom · 1 bed · 1 private bath,233992920,Milton,Manhattan,Washington Heights,40.84577685,-73.93847408,Private room,120.00,30,2,05/10/23,0.48,2,151,2,No License,No rating,1,1,1
5772667,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,9518420,Ryan,Manhattan,Harlem,40.80502,-73.95808,Entire home/apt,150.00,30,15,11/12/22,0.3,1,46,0,No License,5,1,1,1
15113479,Home in New York · ★4.87 · 3 bedrooms · 5 beds · 2 baths,79321760,Migdalia,Manhattan,Harlem,40.8231,-73.95611,Entire home/apt,400.00,30,158,22/10/23,1.79,1,365,3,No License,4.87,3,5,2
15312128,Home in Brooklyn · ★4.66 · 2 bedrooms · 2 beds · 1 shared bath,97538710,Malik,Brooklyn,Fort Greene,40.69012,-73.97696,Private room,165.00,30,195,23/09/23,2.21,2,90,17,No License,4.66,2,2,1
30527994,Home in Queens Village · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,25149936,Chantell,Queens,Queens Village,40.7266922,-73.75276184,Private room,104.00,1,37,05/09/23,2.44,1,365,30,OSE-STRREG-0000938,4.92,1,1,1
9.52E+17,Rental unit in Queens · 2 bedrooms · 2 beds · 1 bath,339584418,Adetunji,Queens,Queens Village,40.71209,-73.7319,Entire home/apt,207.00,30,1,19/08/23,0.21,3,270,1,No License,No rating,2,2,1
7.46E+17,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,404355372,Kay,Manhattan,Washington Heights,40.83277,-73.94442,Private room,100.00,30,2,31/12/22,0.15,8,281,0,No License,No rating,1,1,1
18412771,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,127583166,Maite,Manhattan,Washington Heights,40.8379,-73.94586,Private room,55.00,30,13,31/12/23,0.19,1,182,4,No License,5,1,1,1
5.48E+17,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 3 beds · 1 bath,442098041,Hakim,Brooklyn,East New York,40.67257,-73.87876,Entire home/apt,135.00,30,5,19/06/23,0.25,2,178,1,No License,5,2,3,1
8.72E+17,Rental unit in Queens · ★4.92 · 1 bedroom · 1 bed · 0 shared baths,462389696,Maria,Queens,Maspeth,40.71819727,-73.90334351,Private room,37.00,30,49,06/12/23,5.88,2,364,49,No License,4.92,1,1,0
7.91E+17,Home in Queens · ★4.89 · 2 bedrooms · 2 beds · 1 bath,473978913,Jas,Queens,Bellerose,40.7268775,-73.7174099,Entire home/apt,159.00,30,46,23/10/23,3.75,2,289,45,No License,4.89,2,2,1
7.32E+17,Rental unit in Queens · ★5.0 · 3 bedrooms · 6 beds · 1 bath,204539,Mark,Queens,Ridgewood,40.7026,-73.90059,Entire home/apt,262.00,30,3,18/08/23,0.24,9,365,2,No License,5,3,6,1
28896148,Rental unit in Queens · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,217621677,Joseph,Queens,Jamaica,40.6870791,-73.7754795,Private room,100.00,1,41,02/01/24,0.64,4,89,8,OSE-STRREG-0000592,4.88,1,1,1
8.51E+17,Rental unit in New York · ★4.86 · 1 bedroom · 2 beds · 2 baths,436046447,Asia,Manhattan,Theater District,40.75931192,-73.98722088,Entire home/apt,450.00,30,20,25/11/23,2.15,2,0,20,No License,4.86,1,2,2
12041170,Home in Queens · ★4.83 · 1 bedroom · 2 beds · 1 private bath,11332307,Winston,Queens,Ozone Park,40.68537,-73.85409,Private room,175.00,30,12,05/09/23,0.62,1,365,6,No License,4.83,1,2,1
7.54E+17,Rental unit in New York · ★3.0 · 1 bedroom · 1 bed · 1 shared bath,486626650,Adriana,Manhattan,Washington Heights,40.84538,-73.94227,Private room,80.00,30,5,23/06/23,0.36,3,365,3,No License,3,1,1,1
3678990,Rental unit in New York · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,7474069,Carrie,Manhattan,Washington Heights,40.84581,-73.94212,Private room,70.00,30,344,13/05/23,3.02,2,178,4,No License,4.88,1,1,1
49590996,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,231870747,Ozzy,Manhattan,Harlem,40.82449,-73.947,Private room,47.00,30,6,01/01/24,0.2,6,122,3,No License,5,1,1,1.5
5871372,Rental unit in Bronx · ★4.79 · Studio · 1 bed · 1 bath,5309143,Ayesha,Bronx,Williamsbridge,40.8791,-73.86345,Entire home/apt,87.00,30,136,28/11/23,1.47,1,154,12,No License,4.79,Studio,1,1
5.49E+17,Tiny home in Bronx · ★4.63 · 1 bed · 1 bath,398622781,Katelyn,Bronx,Schuylerville,40.8407,-73.83328,Entire home/apt,97.00,30,16,30/09/23,0.68,4,365,4,No License,4.63,1,1,1
2772111,Rental unit in Bronx · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,14176488,Ada Azra,Bronx,Fordham,40.86647,-73.88529,Shared room,60.00,30,13,30/01/20,0.11,2,363,0,No License,4.69,1,1,1
29225417,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Manhattan,Upper West Side,40.78986,-73.97314,Entire home/apt,294.00,31,1,31/01/19,0.02,713,248,0,No License,No rating,1,1,1
8.08E+17,Home in Brooklyn · ★4.86 · 3 bedrooms · 4 beds · 2 baths,534884116,Melissa,Brooklyn,Canarsie,40.64098239,-73.90777103,Entire home/apt,266.00,30,44,18/11/23,3.93,1,167,44,No License,4.86,3,4,2
48584513,Rental unit in Queens · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,231138233,Filiz,Queens,Ridgewood,40.711746,-73.919334,Private room,59.00,1,177,31/12/23,5.15,8,14,55,Exempt,4.58,1,1,1
52246989,Rental unit in New York · ★4.76 · 1 bedroom · 1 bed · 1 bath,21400222,Yusuf,Manhattan,Harlem,40.81619,-73.94094,Entire home/apt,130.00,30,17,29/09/23,0.66,1,59,5,No License,4.76,1,1,1
4807244,Rental unit in Brooklyn · ★4.80 · 2 bedrooms · 4 beds · 1 bath,24761711,Aron,Brooklyn,Windsor Terrace,40.64862,-73.97933,Entire home/apt,299.00,30,291,20/08/23,2.72,4,364,1,No License,4.8,2,4,1
7.52E+17,Rental unit in New York · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,484563604,Alvaro,Manhattan,Washington Heights,40.83569,-73.94733,Private room,59.00,30,25,05/10/23,1.84,3,82,21,No License,4.8,1,1,1
13317650,Rental unit in Brooklyn · ★4.51 · 3 bedrooms · 3 beds · 2 baths,75294999,Carlman,Brooklyn,East New York,40.67343,-73.88881,Entire home/apt,216.00,30,37,10/12/23,1.42,1,210,11,OSE-STRREG-0000249,4.51,3,3,2
6.25E+17,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,458662896,Shadae,Brooklyn,East New York,40.65956,-73.89786,Entire home/apt,98.00,30,1,07/11/22,0.07,1,180,0,No License,No rating,1,1,1
35418825,Rental unit in Brooklyn · ★4.25 · 2 bedrooms · 2 beds · 2 baths,266559178,Raleek,Brooklyn,East New York,40.67747,-73.87682,Entire home/apt,250.00,30,32,30/01/23,1.08,2,90,2,No License,4.25,2,2,2
30251760,Rental unit in New York · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,29688249,Habibi,Manhattan,Harlem,40.82679,-73.94317,Private room,122.00,30,19,01/01/20,0.33,1,365,0,No License,4.84,1,1,1
6.23E+17,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,106442885,Ava,Brooklyn,East New York,40.66073,-73.8905,Entire home/apt,76.00,30,1,19/05/22,0.05,1,365,0,No License,No rating,1,1,1
53477,Townhouse in Queens · ★4.71 · 4 bedrooms · 8 beds · 2 baths,204539,Mark,Queens,Middle Village,40.71778,-73.87714,Entire home/apt,350.00,30,16,09/08/19,0.1,9,365,0,No License,4.71,4,8,2
52389360,Home in Queens · ★4.96 · 1 bedroom · 2 beds · 1 private bath,424054614,Rutger,Queens,Ridgewood,40.70811,-73.90018,Private room,150.00,30,52,19/10/23,2.42,1,365,25,No License,4.96,1,2,1
36796156,Rental unit in Queens · ★4.90 · 1 bedroom · 2 beds · 1 bath,54784332,Augustine,Queens,Queens Village,40.72733,-73.73571,Entire home/apt,185.00,30,21,08/11/21,0.56,1,180,0,No License,4.9,1,2,1
8730247,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,21060064,Sandra,Brooklyn,Fort Greene,40.69115,-73.9721,Private room,89.00,30,31,08/12/23,0.63,1,288,14,No License,5,1,1,1
7711899,Rental unit in New York · ★4.53 · 1 bedroom · 1 bed · 1 shared bath,40509550,Denise,Manhattan,Washington Heights,40.84896,-73.94109,Shared room,43.00,30,15,26/09/19,0.15,1,363,0,No License,4.53,1,1,1
23839890,Rental unit in New York · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,151124394,Annie,Manhattan,Harlem,40.82605,-73.95155,Private room,40.00,30,4,24/08/23,0.06,1,147,1,No License,4.5,1,1,1
7.92E+17,Home in Queens · ★4.78 · 1 bedroom · 1 bed · 1 private bath,245159568,Tsewang,Queens,Woodside,40.7569458,-73.903906,Private room,83.00,2,37,23/12/23,2.99,2,206,36,OSE-STRREG-0000262,4.78,1,1,1
6.60E+17,Rental unit in Queens · 1 bedroom · 2 beds · 1 bath,339083618,Brian,Queens,Ditmars Steinway,40.7711,-73.91387,Entire home/apt,185.00,30,2,05/09/23,0.14,3,295,1,No License,No rating,1,2,1
43806992,Home in Astoria · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,350231483,Miss. G.,Queens,Ditmars Steinway,40.77256,-73.91249,Private room,55.00,30,4,10/10/22,0.17,3,310,0,No License,5,1,1,1
100002,Rental unit in New York · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,523218,Giorgio,Manhattan,Washington Heights,40.85433,-73.9324,Private room,58.00,30,150,11/08/21,0.97,1,83,0,No License,4.69,1,1,1
9.83E+17,Rental unit in Queens · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,482505101,Gigi,Queens,Sunnyside,40.74836,-73.91276,Private room,120.00,1,6,19/11/23,1.8,5,270,6,Exempt,4.5,1,1,1
9.74E+17,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,306503633,Darsha,Brooklyn,Crown Heights,40.67535619,-73.93317816,Private room,47.00,30,1,09/12/23,1,5,266,1,No License,No rating,1,1,1
5.83E+17,Bed and breakfast in Queens · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,394977252,Victor,Queens,Woodside,40.74268,-73.89198,Private room,80.00,30,61,25/10/23,2.82,4,365,27,No License,4.66,1,1,1
22609277,Rental unit in Queens · ★4.59 · 1 bedroom · 1 bed · 1 private bath,27502041,Alex,Queens,Sunnyside,40.74761,-73.91616,Private room,95.00,30,29,02/01/24,0.43,1,180,10,No License,4.59,1,1,1
8.77E+17,Rental unit in Brooklyn · ★4.17 · 3 bedrooms · 3 beds · 1 bath,482534701,Christian,Brooklyn,Crown Heights,40.67789642,-73.9434018,Entire home/apt,450.00,31,6,30/07/23,0.83,1,340,6,No License,4.17,3,3,1
50054553,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,255420742,Thomas,Brooklyn,Windsor Terrace,40.65886,-73.98405,Private room,62.00,30,133,04/09/23,4.25,1,363,56,No License,4.64,1,1,1
52453861,Rental unit in New York · ★4.63 · 2 bedrooms · 2 beds · 1 bath,5925946,Boris,Manhattan,Lower East Side,40.721771,-73.987381,Entire home/apt,375.00,30,8,14/12/23,0.32,1,363,6,No License,4.63,2,2,1
5050156,Rental unit in New York · ★4.72 · 1 bedroom · 3 beds · 1 shared bath,193488,Jane,Manhattan,East Village,40.73333,-73.9905,Private room,115.00,30,58,22/10/23,0.55,3,364,21,No License,4.72,1,3,1
33559960,Rental unit in New York · ★4.57 · 1 bedroom · 2 beds · 1 shared bath,193488,Jane,Manhattan,East Village,40.73362,-73.98831,Private room,114.00,30,21,08/10/23,0.4,3,179,12,No License,4.57,1,2,1
53415549,Rental unit in Bronx · ★4.98 · 2 bedrooms · 2 beds · 1 bath,432495159,Wilhel,Bronx,Claremont Village,40.83803,-73.90425,Entire home/apt,160.00,30,54,31/10/23,2.14,2,178,20,No License,4.98,2,2,1
7.41E+17,Rental unit in Brooklyn · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,45535181,Olu,Brooklyn,Crown Heights,40.67619,-73.93071,Private room,65.00,30,33,30/11/23,2.24,4,348,27,No License,4.73,1,1,1
36663696,Rental unit in New York · ★4.86 · 2 bedrooms · 2 beds · 1 bath,269311516,Liz And Robert,Manhattan,Washington Heights,40.84573,-73.9391,Entire home/apt,140.00,30,72,08/10/22,1.32,2,283,0,No License,4.86,2,2,1
5.81E+17,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,61324573,Bryan-Lee,Brooklyn,Crown Heights,40.67378,-73.92178,Private room,53.00,30,38,17/09/23,1.75,1,148,12,No License,5,1,1,2
50973336,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3202210,Elizabeth,Brooklyn,Williamsburg,40.71831,-73.95713,Entire home/apt,500.00,30,5,23/07/23,0.28,2,310,3,No License,5,2,2,1
26554937,Loft in Queens · ★4.90 · 2 bedrooms · 3 beds · 1 bath,10457300,Andre,Queens,Arverne,40.59263,-73.7964,Entire home/apt,60.00,30,87,01/09/23,1.3,2,153,9,No License,4.9,2,3,1
6.96E+17,Home in Queens · ★3.83 · 1 bedroom · 1 bed · 1 shared bath,424334449,Marcelo,Queens,Jamaica,40.67428,-73.79445,Private room,53.00,30,23,17/09/23,1.39,7,365,17,No License,3.83,1,1,1
7.11E+17,Rental unit in New York · 3 bedrooms · 4 beds · 2 baths,35491667,Nat,Manhattan,Washington Heights,40.85177,-73.9323,Entire home/apt,150.00,30,2,31/05/23,0.15,17,294,1,No License,No rating,3,4,2
31290477,Loft in Brooklyn · ★4.78 · Studio · 2 baths,231691559,Jeanette,Brooklyn,Williamsburg,40.71282,-73.93558,Entire home/apt,223.00,30,23,18/11/23,0.38,1,268,1,No License,4.78,Studio,1,2
43251517,Rental unit in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,341908723,Aleph,Brooklyn,Gowanus,40.673,-73.98757,Private room,53.00,30,3,04/08/22,0.13,32,364,0,No License,4.33,1,1,1
5.54E+17,Rental unit in Brooklyn · 1 bedroom · 1 shared bath,133802988,Alex & Vlada,Brooklyn,Crown Heights,40.67186,-73.92952,Private room,39.00,30,1,23/12/22,0.08,13,365,0,No License,No rating,1,1,1
7.81E+17,Condo in Queens · ★4.98 · 1 bedroom · 1 bed · 1.5 shared baths,459440012,Maria,Queens,Jackson Heights,40.7550901,-73.876501,Private room,102.00,1,45,03/01/24,3.64,1,339,44,OSE-STRREG-0000211,4.98,1,1,1.5
5.43E+17,Condo in New York · ★4.63 · Studio · 1 bed · 1 bath,441036942,Sabina,Manhattan,Harlem,40.81471,-73.93774,Entire home/apt,75.00,30,8,06/12/23,0.37,1,313,3,No License,4.63,Studio,1,1
8.64E+17,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,95111529,Jay,Queens,Woodside,40.74512176,-73.91063679,Private room,58.00,30,12,04/10/23,1.37,1,179,12,No License,5,1,1,1
49534489,Home in Queens · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,67377627,Lizeth,Queens,East Elmhurst,40.7565,-73.87939,Private room,165.00,30,84,20/10/23,2.59,1,364,20,No License,4.8,1,1,1
19915657,Home in Queens · ★4.81 · 1 bedroom · 1 bed · 2 shared baths,139357580,Shuly,Queens,Ditmars Steinway,40.77253,-73.90472,Private room,44.00,30,117,29/08/23,1.49,6,365,5,No License,4.81,1,1,2
18736484,Home in Queens · ★4.86 · 1 bedroom · 1 bed · 1 private bath,128086219,Hannah,Queens,Rosedale,40.65309,-73.73925,Private room,69.00,30,63,12/02/23,0.78,2,66,1,No License,4.86,1,1,1
11619832,Rental unit in New York · ★4.49 · 1 bedroom · 2 beds · 1 shared bath,51446803,Jibari,Manhattan,Harlem,40.83130237,-73.9430602,Shared room,150.00,1,125,30/12/23,1.32,1,0,21,OSE-STRREG-0000209,4.49,1,2,1
3769052,Rental unit in Bronx · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,3086826,Melody,Bronx,Mount Hope,40.84826,-73.91062,Private room,45.00,30,88,30/10/21,0.77,1,358,0,No License,4.66,1,1,1
7.66E+17,Guest suite in Queens · ★4.90 · 3 bedrooms · 3 beds · 2 baths,470366840,Colin,Queens,Rosedale,40.65673,-73.74378,Private room,268.00,4,30,29/12/23,2.21,2,362,27,OSE-STRREG-0000562,4.9,3,3,2
6.91E+17,Rental unit in Queens · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,430854617,Bryan,Queens,East Elmhurst,40.75724,-73.86934,Private room,70.00,30,104,25/09/23,6.47,3,365,79,No License,4.83,1,1,1
35595727,Loft in Brooklyn · ★4.94 · 1 bedroom · 4 beds · 1 bath,11583998,Carolanne,Brooklyn,Williamsburg,40.70919,-73.92308,Entire home/apt,149.00,30,16,02/11/22,0.3,1,0,0,No License,4.94,1,4,1
53879568,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,19312868,Carla,Manhattan,Washington Heights,40.84895,-73.93411,Private room,80.00,30,7,28/11/23,0.41,4,263,4,No License,5,1,1,1.5
820710,Rental unit in Brooklyn · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,4310378,Autumn,Brooklyn,Clinton Hill,40.69485,-73.96223,Private room,94.00,30,176,25/11/23,1.31,3,365,16,No License,4.74,1,1,1
53358798,Rental unit in Brooklyn · 1 bedroom · 1 shared bath,133802988,Alex & Vlada,Brooklyn,Crown Heights,40.67229,-73.92956,Private room,40.00,30,1,10/06/22,0.05,13,364,0,No License,No rating,1,1,1
9182008,Home in Astoria · ★4.74 · 2 bedrooms · 2 beds · 1 bath,16176030,Amal,Queens,Ditmars Steinway,40.77461,-73.91525,Entire home/apt,159.00,30,50,18/07/22,0.51,2,217,0,No License,4.74,2,2,1
8.73E+17,Rental unit in The Bronx · ★4.67 · 1 bedroom · 1 bed · 1 bath,117702008,Cristal,Bronx,Morris Heights,40.8474082,-73.91340035,Entire home/apt,75.00,30,3,30/08/23,0.61,1,249,3,No License,4.67,1,1,1
7.93E+17,Home in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,3371859,Jenny & Jose,Brooklyn,Crown Heights,40.67630483,-73.93960397,Private room,45.00,30,3,26/09/23,0.38,1,358,3,No License,4.67,1,1,1
43251603,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,341908723,Aleph,Brooklyn,Gowanus,40.67152,-73.98916,Private room,50.00,30,1,30/11/21,0.04,32,157,0,No License,No rating,1,1,1
26255072,Home in Queens · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,157295347,Ana,Queens,Woodside,40.74456,-73.90574,Private room,91.00,2,92,29/12/23,1.37,3,337,26,OSE-STRREG-0000970,4.58,1,1,1
